1.038004756800612549e+00,9.821728693702183599e-02,5.354085615261414688e-01,3.957741007661709220e-01
-1.021849040741459547e+00,3.284140531956683540e-01,-1.453901380449968750e+00,-1.315444295007740294e+00
-4.160096885232031916e-01,1.019004351971606992e+00,-1.397063953536365366e+00,-1.315444295007740294e+00
6.866179325140236989e-02,-1.319794793216246820e-01,7.627582691805537829e-01,7.906706536370735616e-01
-5.250607719224956865e-02,-8.225697780975632645e-01,7.627582691805537829e-01,9.223028379273742194e-01
-2.948418180795523424e-01,-8.225697780975632645e-01,2.512214269581257153e-01,1.325097321855692456e-01
3.109975341387040682e-01,-1.052766544356209755e+00,1.046945403748569481e+00,2.641419164758699312e-01
-5.250607719224956865e-02,-1.052766544356209755e+00,1.375465731309193640e-01,8.775478952682834498e-04
-9.006811702978088086e-01,-1.282963310614856356e+00,-4.308276960051121152e-01,-1.307546363950324031e-01
1.898296636950532190e-01,7.888075857129603907e-01,4.217337076989350897e-01,5.274062850564719129e-01
-6.583454294105060001e-01,1.479397884488899972e+00,-1.283389099709159265e+00,-1.315444295007740294e+00
1.280340497687915136e+00,9.821728693702183599e-02,9.332705499213636013e-01,1.185567206507976090e+00
3.109975341387040682e-01,-1.319794793216246820e-01,4.785711346125380294e-01,2.641419164758699312e-01
-1.627688392959716124e+00,-1.743356843132149336e+00,-1.397063953536365366e+00,-1.183812110717439303e+00
-1.143016911185110507e+00,9.821728693702183599e-02,-1.283389099709159265e+00,-1.315444295007740294e+00
-9.006811702978088086e-01,7.888075857129603907e-01,-1.283389099709159265e+00,-1.315444295007740294e+00
-4.160096885232031916e-01,-1.282963310614856356e+00,1.375465731309193640e-01,1.325097321855692456e-01
1.280340497687915136e+00,9.821728693702183599e-02,7.627582691805537829e-01,1.448831575088577406e+00
-1.143016911185110507e+00,1.249201118230253371e+00,-1.340226526622762426e+00,-1.447076479298040841e+00
5.533332750260068211e-01,-1.282963310614856356e+00,7.059208422669508431e-01,9.223028379273742194e-01
-1.021849040741459547e+00,5.586108194543139005e-01,-1.340226526622762426e+00,-1.315444295007740294e+00
1.898296636950532190e-01,-1.319794793216246820e-01,5.922459884397444085e-01,7.906706536370735616e-01
-5.371775589668540407e-01,-1.319794793216246820e-01,4.217337076989350897e-01,3.957741007661709220e-01
-1.506520522516065164e+00,3.284140531956683540e-01,-1.340226526622762426e+00,-1.315444295007740294e+00
-1.021849040741459547e+00,1.019004351971606992e+00,-1.226551672795556103e+00,-7.889155578465367746e-01
6.745011454696587805e-01,9.821728693702183599e-02,9.901079768349665411e-01,7.906706536370735616e-01
7.956690159133096296e-01,-1.319794793216246820e-01,8.195956960941571667e-01,1.053935022217675099e+00
2.249683461237125481e+00,-1.319794793216246820e-01,1.331132538316585068e+00,1.448831575088577406e+00
1.038004756800612549e+00,-1.319794793216246820e-01,8.195956960941571667e-01,1.448831575088577406e+00
-1.264184781628762355e+00,-1.319794793216246820e-01,-1.340226526622762426e+00,-1.183812110717439303e+00
4.321654045823560275e-01,7.888075857129603907e-01,9.332705499213636013e-01,1.448831575088577406e+00
-1.748856263403366862e+00,-1.319794793216246820e-01,-1.397063953536365366e+00,-1.315444295007740294e+00
5.533332750260068211e-01,7.888075857129603907e-01,1.046945403748569481e+00,1.580463759378878397e+00
1.159172627244263287e+00,3.284140531956683540e-01,1.217457684489379188e+00,1.448831575088577406e+00
-1.736739476359004108e-01,-1.319794793216246820e-01,2.512214269581257153e-01,8.775478952682834498e-04
5.533332750260068211e-01,-1.743356843132149336e+00,3.648962807853321499e-01,1.325097321855692456e-01
-4.160096885232031916e-01,-1.052766544356209755e+00,3.648962807853321499e-01,8.775478952682834498e-04
-9.006811702978088086e-01,1.709594650747545463e+00,-1.226551672795556103e+00,-1.315444295007740294e+00
4.321654045823560275e-01,-3.621762455802712277e-01,3.080588538717286551e-01,1.325097321855692456e-01
-1.021849040741459547e+00,1.019004351971606992e+00,-1.397063953536365366e+00,-1.183812110717439303e+00
-1.021849040741459547e+00,-1.743356843132149336e+00,-2.603154152643027408e-01,-2.623868206853333662e-01
-1.736739476359004108e-01,-3.621762455802712277e-01,2.512214269581257153e-01,1.325097321855692456e-01
1.038004756800612549e+00,5.586108194543139005e-01,1.103782830662172865e+00,1.712095943669179388e+00
1.038004756800612549e+00,9.821728693702183599e-02,1.046945403748569481e+00,1.580463759378878397e+00
-2.948418180795523424e-01,-1.319794793216246820e-01,1.943840000445223037e-01,1.325097321855692456e-01
-9.006811702978088086e-01,1.709594650747545463e+00,-1.056039392054746617e+00,-1.052179926427138534e+00
-1.736739476359004108e-01,-5.923730118389177735e-01,1.943840000445223037e-01,1.325097321855692456e-01
-1.748856263403366862e+00,3.284140531956683540e-01,-1.397063953536365366e+00,-1.315444295007740294e+00
